レセプト電算処理システムコード,薬価基準収載医薬品コード,レセプト電算処理システム医薬品名
610407053,4413004C1026,キタゼミン細粒　０．６％
610407054,1190004C1017,クックール細粒　１０％
610407054,1190004C1033,クックール細粒　１０％
610407055,3961003F2016,クラミトン錠　２．５ｍｇ
610407055,3961003F2113,クラミトン錠　２．５ｍｇ
610407056,1190004F1013,グリノラート錠２５ｍｇ
610407056,1190004F1056,グリノラート錠２５ｍｇ
610407057,1190004F2010,グリノラート錠５０ｍｇ
610407057,1190004F2052,グリノラート錠５０ｍｇ
610407058,4490003R1015,ケトチロンドライシロップ　０．１％
610407058,4490003R1112,ケトチロンドライシロップ　０．１％
610407059,3952001F1119,ゴスペラーゼオーラル
610407059,2183005G2036,ベザリップ１００ｍｇ錠
610407060,3952001K1036,ゴスペラーゼバッカル
610407061,2459100F1081,サクコルチン錠
610407061,2459100F1146,サクコルチン錠
610407062,4490003Q1052,サルジメンシロップ　０．０２％
610407063,4490003R1015,サルジメンドライシロップ　０．１％
610407064,2239001F1017,サンブロール錠　１５ｍｇ
610407064,2239001F1408,サンブロール錠　１５ｍｇ
610407065,2252006F1011,シオベテック錠　２．５ｍｇ
610407065,2252006F1054,シオベテック錠　２．５ｍｇ
610407065,2252006F1062,シオベテック錠　２．５ｍｇ
610407066,6241005F1011,シーヌン錠１００ｍｇ
610407067,6241005F2018,シーヌン錠２００ｍｇ
610407068,2325001C1010,スターセル細粒　２０％
610407068,2325001C1070,スターセル細粒　２０％
610407069,2171006F2018,セレスナット錠　６０ｍｇ
610407070,2399006C1017,セレナメリン細粒　２０％
610407070,2399006C1084,セレナメリン細粒　２０％
610407070,2399006C1130,セレナメリン細粒　２０％
610407071,3399001F1015,ソロゾリン錠　１００ｍｇ
610407073,3916001X1045,タツクロミン
610407074,1190004F1013,チアリール錠　２５ｍｇ
610407074,1190004F1064,チアリール錠　２５ｍｇ
610407075,1190004F2010,チアリール錠　５０ｍｇ
610407075,1190004F2060,チアリール錠　５０ｍｇ
610407076,3112004M1015,チコカロールカプセル　０．２５μｇ
610407076,3112004M1155,チコカロールカプセル　０．２５μｇ
610407077,3112004M2011,チコカロールカプセル　０．５μｇ
610407078,1124026C1018,ツルベール細粒　１０％
610407078,1124026C1077,ツルベール細粒　１０％
610407082,3949002F2017,トレビアノーム錠　５０ｍｇ
610407082,3949002F2084,トレビアノーム錠　５０ｍｇ
610407082,3949002F2122,トレビアノーム錠　５０ｍｇ
610407083,3949101F1049,トロノーム錠
610407084,3949101A1050,トロノームＵ
610407085,6241005F2018,バスティーン錠　２００ｍｇ
610407087,3399001F1015,パラクロジン錠　１００ｍｇ
610407090,2149019N1071,パルペジノンＬＡ２０ｍｇ
610407091,3112004F1016,ビタミロＣＴ錠　０．２５μｇ
610407092,3112004F2012,ビタミロＣＴ錠　０．５μｇ
610407093,3399001F1015,ビーチロン錠　１００ｍｇ
610407094,3222013F1106,フェロステック錠　鉄５０ｍｇ
610407095,2399004C1018,フォリクロン細粒　２％
610407095,2399004C1069,フォリクロン細粒　２％
610407095,2399004C1093,フォリクロン細粒　２％
610407096,2399004Q1074,フォリクロンシロップ　０．１％
610407097,3222013D1040,フォリロミン顆粒
610407098,3222013F1114,フォリロミン錠　鉄５０ｍｇ
610407099,2329015F2014,プララース錠　１００ｍｇ
610407099,2329015F2073,プララース錠　１００ｍｇ
610407099,2329015F2120,プララース錠　１００ｍｇ
610407100,1190004F1013,フルジサール錠　２５ｍｇ
610407100,1190004F1030,フルジサール錠　２５ｍｇ
610407101,1190004F2010,フルジサール錠　５０ｍｇ
610407101,1190004F2036,フルジサール錠　５０ｍｇ
610407102,2239001Q1034,プルスマリンＡシロップ　０．３％
610407102,2239001Q1140,プルスマリンＡシロップ　０．３％
610407103,2239001R1021,プルスマリンＡドライシロップ　１．５％
610407103,2239001R1102,プルスマリンＡドライシロップ　１．５％
610407104,2239001S2020,ブローミィ液　０．３％
610407105,3952001F1135,ペシロン錠
610407106,2459100F1090,ベタセレミン錠
610407107,4490003M1018,ベナピーカプセル　１ｍｇ
610407108,1180107D1093,ヘブン顆粒
610407109,3952001F1127,ベルシーネ内服錠
610407112,5900001A1033,本草加工ブシ末
610407113,4419002Q1079,マゴチミンシロップ　０．０４％
610407113,4419002Q1109,マゴチミンシロップ　０．０４％
610407115,2171006F2018,ミオカルジー錠　６０ｍｇ
610407115,2171006F2050,ミオカルジー錠６０　６０ｍｇ
610407116,6241005F1011,ミタトニン錠　１００ｍｇ
610407117,6241005F2018,ミタトニン錠　２００ｍｇ
610407118,6152005F1079,ミノトーワ錠　５０ｍｇ
610407119,2239001Q1042,ムコセラムシロップ　０．３％
610407120,2129003M1013,メキトライドカプセル　５０ｍｇ
610407120,2129003M1137,メキトライドカプセル　５０ｍｇ
610407121,2129003M2010,メキトライドカプセル　１００ｍｇ
610407121,2129003M2141,メキトライドカプセル　１００ｍｇ
610407122,2462001F2012,エネルファ錠１０　１０ｍｇ
610407124,2329004M1094,ラクマーゼカプセル　２００ｍｇ
610407124,2329004M1159,ラクマーゼカプセル　２００ｍｇ
610407125,2329004C1064,ラクマーゼ細粒　４０％
610407125,2329004C1145,ラクマーゼ細粒　４０％
610407128,1147003F2090,リリジン錠　２００ｍｇ
610407132,2329004C1072,レスラート細粒　４０％
610407133,1179024C1068,ロシゾピロン細粒１０％
610407133,1179024C1017,ロシゾピロン細粒１０％
610407134,1179024F1056,ロシゾピロン錠２５ｍｇ
610407135,1179024F2060,ロシゾピロン錠５０ｍｇ
610407135,1179024F2010,ロシゾピロン錠５０ｍｇ
610407136,5100064A1280,テイコク紅参末
610407137,4291008F1026,アフェマ錠１ｍｇ
610407138,2391002C1029,カイトリル細粒　２ｍｇ
610407139,2391002F1025,カイトリル錠１ｍｇ
610407140,2399008F1020,ガナトン錠５０ｍｇ
610407141,3160002M2028,グラケーカプセル１５ｍｇ
610407142,2144010F1029,コナン錠５ｍｇ
610407143,2144010F2025,コナン錠１０ｍｇ
610407144,2144010F3021,コナン錠２０ｍｇ
610407145,5200093D1149,大柴胡湯エキス顆粒Ｔ
610407146,6219001H1021,アザルフィジンＥＮ錠　５００ｍｇ
610407147,2149037F1032,アテレック錠　５ｍｇ
610407148,2149037F2039,アテレック錠　１０ｍｇ
610407149,2149037F1040,シスカード錠　５ｍｇ
610407150,2149037F2047,シスカード錠　１０ｍｇ
610407151,2149037F1024,シナロング錠　５ｍｇ
610407152,2149037F2020,シナロング錠　１０ｍｇ
610407153,4490018D1022,ブロニカ顆粒１０％
610407154,4490018F1023,ブロニカ錠　４０ｍｇ
610407155,4490018F2020,ブロニカ錠　８０ｍｇ
610407157,1149010Q1030,ニフランシロップ　１．５％
610407158,6241009F1028,バレオン錠２００ｍｇ
610407159,1149010Q1021,プランサスシロップ　１．５％
610407160,3999003F1017,アーチメント錠１００ｍｇ
610407161,2399004F1154,アノレキシノン錠　５ｍｇ
610407163,3999008F1010,アスオスト錠　２００ｍｇ
610407163,3999008F1036,アスオスト錠　２００ｍｇ
610407163,3999008F1290,アスオスト錠　２００ｍｇ
610407164,2259004F2010,アストプロチン錠　０．０５ｍｇ
610407166,4490004F2010,アゼルーファ錠１ｍｇ
610407167,4490004F2010,アゼン錠１ｍｇ
610407167,4490004F2184,アゼン錠１ｍｇ
610407168,1147002N1069,アデフロニックＬカプセル　３７．５ｍｇ
610407168,1147002N1140,アデフロニックＬカプセル　３７．５ｍｇ
610407170,2590003M1022,アピポーレカプセル
610407174,3959004F1040,アプロナリンＰＤ錠　１８，０００単位
610407175,2479003F2019,アペゼール錠　２５ｍｇ
610407176,2359005F1110,アペリール錠　２．５ｍｇ
610407177,2359005R1044,アペリールドライシロップ　１％
610407177,2359005R1087,アペリールドライシロップ　１％
610407181,2479003F2019,アランダール錠　２５ｍｇ
610407181,2479003F2035,アランダール錠　２５ｍｇ
610407183,2329002D3047,アルキサ顆粒　２５％
610407184,2329008S1024,アルサルミン液　１０％
610407185,1149026F2010,アルテルボ錠　２００ｍｇ
610407187,2479003F2019,アロセリン錠　２５ｍｇ
610407187,2479003F2051,アロセリン錠　２５ｍｇ
610407188,2359102X1048,アロセンド顆粒
610407192,2590005F1014,イノベース錠　２ｍｇ
610407193,3999008F1010,イバナシン錠　２００ｍｇ
610407193,3999008F1052,イバナシン錠　２００ｍｇ
610407202,2590005F2010,ウルゲント錠３ｍｇ
610407207,2590100X1074,エピカルス錠
610407207,2590100X1112,エピカルス錠
610407208,2259004F2010,エプカロール錠５０　（０．０５ｍｇ）
610407208,2259004F2125,エプカロール錠５０　（０．０５ｍｇ）
610407209,2259004F1013,エプカロール錠２５　（０．０２５ｍｇ）
610407209,2259004F1102,エプカロール錠２５　（０．０２５ｍｇ）
610407209,2259004F1129,エプカロール錠２５　０．０２５ｍｇ
610407210,2259004Q1014,エプカロールシロップ　０．０００５％
610407210,2259004Q1073,エプカロールシロップ　０．０００５％
610407210,2259004Q1120,エプカロールシロップ　０．０００５％
610407211,2479003F2043,エルモラン錠　２５ｍｇ
610407211,2479003F2019,エルモラン錠　２５ｍｇ
610407212,6113001B1038,塩酸バンコマイシン散「サワイ」　５００ｍｇ
610407213,1249010F1042,エンチニン錠　１ｍｇ
610407214,3999008F1010,オートゲン錠　２００ｍｇ
610407217,3999008F1010,オリコック錠　２００ｍｇ
610407217,3999008F1184,オリコック錠　２００ｍｇ
610407217,3999008F1320,オリコック錠　２００ｍｇ
610407218,2590005F3017,オリベート錠　１ｍｇ
610407218,2590005F3041,オリベート錠　１ｍｇ
610407219,2590005F1014,オリベート錠　２ｍｇ
610407219,2590005F1111,オリベート錠　２ｍｇ
610407220,2590005F2010,オリベート錠　３ｍｇ
610407220,2590005F2100,オリベート錠　３ｍｇ
610407221,2491001F3223,カセルミン錠　５０国際単位
610407222,2259004F2010,カテプチメート錠　０．０５ｍｇ
610407223,2259004F2010,カテプチン錠０．０５ｍｇ
610407225,2259004Q1014,カプテレノールシロップ　０．０００５％
610407225,2259004Q1057,カプテレノールシロップ　０．０００５％
610407225,2259004Q1154,カプテレノールシロップ　０．０００５％
610407226,2259004F1013,カプテレノール錠　０．０２５ｍｇ
610407226,2259004F1064,カプテレノール錠　０．０２５ｍｇ
610407227,3999003F1017,カモエント錠　１００ｍｇ
610407228,3999003F1017,カモスタール錠　１００ｍｇ
610407229,3999003F1017,カモステート錠　１００ｍｇ
610407230,3999003F1017,カモストン錠　１００ｍｇ
610407231,3999003F1017,カモスパン錠　１００ｍｇ
610407232,3999003F1017,カモタット錠　１００ｍｇ
610407233,2190009A1030,カリセラムーＮａ末
610407234,3999008F1010,カルステノン錠　２００ｍｇ
610407234,3999008F1141,カルステノン錠　２００ｍｇ
610407235,1141007F1020,カロナール錠　２００ｍｇ
610407235,1141007F1063,カロナール錠　２００ｍｇ
610407237,2349101D1040,クリメラン懸濁用
610407237,2349101D1172,クリメラン懸濁用
610407240,3323001C1037,経口用トロンビンＤＪ　１０，０００単位１ｇ
610407241,3323001C3030,経口用トロンビンＤＪ　５，０００単位０．５ｇ
610407243,1149021F1010,ゲスコリル錠１０ｍｇ
610407243,1149021F1053,ゲスコリル錠１０ｍｇ
610407248,3999008F1010,コバステン錠　２００ｍｇ
610407248,3999008F1176,コバステン錠　２００ｍｇ
610407249,2399005C1039,コバペリドン細粒　１％
610407250,2399005F2015,コバペリドン錠　１０ｍｇ
610407250,2399005F2201,コバペリドン錠１０　１０ｍｇ
610407251,2399005R1015,コバペリドンドライシロップ　１％
610407251,2399005R1120,コバペリドンドライシロップ　１％
610407252,2590005F3017,コバポラス錠　１ｍｇ
610407253,2590005F2010,コバポラス錠　３ｍｇ
610407254,2590005F1014,コバポラス錠　２ｍｇ
610407254,2590005F1200,コバポラス錠　２ｍｇ
610407255,2479003F2019,コバレノール錠　２５ｍｇ
610407255,2479003F2094,コバレノール錠　２５ｍｇ
610407257,3999008F1010,サイポリン錠　２００ｍｇ
610407257,3999008F1087,サイポリン錠　２００ｍｇ
610407258,1149022F2038,サイポン錠　２００ｍｇ
610407259,2331002A1038,サナクターゼ末明治
610407260,1147002N1042,サビスミンＴＰカプセル　３７．５ｍｇ
610407267,6132005C2033,ザルツクラール細粒　２００ｍｇ
610407269,1143011F1056,小児用バッサミン
610407272,6241005F1011,シンノルフ錠１００ｍｇ
610407273,6241005F2018,シンノルフ錠２００ｍｇ
610407274,2399005F2015,ジャックマール錠　１０ｍｇ
610407274,2399005F2147,ジャックマール錠１０　１０ｍｇ
610407275,4490003Q2024,ジキリオン液　０．０２％
610407277,2129005F1064,ジソピラＲ錠　１５０ｍｇ
610407277,2129005F1153,ジソピラＲ錠　１５０ｍｇ
610407278,3919100F1126,ジノストリン錠
610407279,2259004D1039,スタビント顆粒　０．０１％
610407280,2259004F2010,スタビント錠　０．０５ｍｇ
610407280,2259004F2095,スタビント錠　０．０５ｍｇ
610407281,2259004F1013,スタビント錠　０．０２５ｍｇ
610407281,2259004F1099,スタビント錠　０．０２５ｍｇ
610407282,6241005D1029,ストバニール顆粒　２０％
610407283,6241005F2018,ストバニール錠２００ｍｇ
610407284,6241005F1011,ストバニール錠１００ｍｇ
610407285,2329004M1132,セエルサートカプセル　２００ｍｇ
610407286,2329004C1102,セエルサート細粒　４０％
