管理番号,レセ電算名称,レセ電算コード,診療報酬点数表コード（Kコード）,ICD9CMコードの複数対応,ICD9CMコード1,ICD9CMコード2,ICD9CMコード3,ICD9CMコード4,ICD9CMコード5,細分類の有無,9CM用細分類数,9CM用細分類1,9CM用細分類2,9CM用細分類3,9CM用細分類4,9CM用細分類5,9CM用細分類6,9CM用細分類7,9CM用細分類8,9CM用細分類9,9CM用細分類10,9CM用細分類11,9CM用細分類12,9CM用細分類13,9CM用細分類14,9CM用細分類15,r_9CM_Ver,予備項目1,変更区分
35185,干渉低周波による膀胱等刺激法,140038810,J070-02,,5796,,,,,,,,,,,,,,,,,,,,,,20060401,,
31753,冷却痔処置,140037350,J070-03,,4944,,,,,,,,,,,,,,,,,,,,,,19990630,,
34052,羊水穿刺,140015110,J071-00,,751,,,,,,,,,,,,,,,,,,,,,,19990630,,
34166,腟洗浄,140015210,J072-00,,9644,,,,,,,,,,,,,,,,,,,,,,19990630,,
33824,子宮腔洗浄,140015410,J073-00,,9649,,,,,,,,,,,,,,,,,,,,,,19990630,,
32311,卵管内薬液注入法,140015510,J074-00,,6695,,,,,,,,,,,,,,,,,,,,,,19990630,,
32496,陣痛誘発のための卵膜外薬液注入法,140015610,J075-00,,731,,,,,,,,,,,,,,,,,,,,,,19990630,,
33898,子宮頸管内への薬物挿入法,140015710,J076-00,,9929,,,,,,,,,,,,,,,,,,,,,,19990630,,
31178,子宮出血止血法（分娩外）,140015910,J077-00,,3998,,,,,,,,,,,,,,,,,,,,,,19990630,,
32522,子宮出血止血法（分娩時）,140015810,J077-00,,7599,,,,,1.0,2.0,32520.0,32519.0,,,,,,,,,,,,,,19990630,,
32370,子宮内容物の排出（ゲメプロスト製剤の投与）,140016150,J078-00,,6909,,,,,,,,,,,,,,,,,,,,,,19990630,,
32403,子宮腟部薬物焼灼法,140016010,J078-00,,7033,,,,,,,,,,,,,,,,,,,,,,19990630,,
32402,子宮腟部焼灼法,140016210,J079-00,,7033,,,,,,,,,,,,,,,,,,,,,,19990630,,
32313,メトロイリンテル,140016610,J080-00,,670,,,,,1.0,1.0,32492.0,,,,,,,,,,,,,,,19990630,,
32384,ラミナリア,140016310,J080-00,,6993,,,,,1.0,1.0,32494.0,,,,,,,,,,,,,,,19990630,,
34041,コルポイリンテル,140016410,J080-00,,731,,,,,,,,,,,,,,,,,,,,,,20030401,,
35144,ヘガール等,140016510,J080-00,,670,,,,,1.0,1.0,35145.0,,,,,,,,,,,,,,,20060401,,
32497,分娩時鈍性頸管拡張法,140017010,J081-00,,731,,,,,,,,,,,,,,,,,,,,,,19990630,,
33812,子宮脱非観血的整復法（ペッサリー）,140017110,J082-00,,9618,,,,,,,,,,,,,,,,,,,,,,19990630,,
32387,妊娠子宮嵌頓非観血的整復法,140017210,J083-00,,6994,,,,,,,,,,,,,,,,,,,,,,19990630,,
32499,クレーデ氏胎盤圧出法,140017450,J084-00,,7359,,,,,,,,,,,,,,,,,,,,,,19990630,,
32512,胎盤圧出法,140017310,J084-00,,754,,,,,,,,,,,,,,,,,,,,,,19990630,,
32488,クリステル胎児圧出法,140017510,J085-00,,7254,,,,,,,,,,,,,,,,,,,,,,19990630,,
32511,人工羊水注入法,140039110,J085-02,,752,,,,,,,,,,,,,,,,,,,,,,19990630,,
34257,眼処置,140017610,J086-00,,1699,,,,,1.0,2.0,30407.0,33827.0,,,,,,,,,,,,,,19990630,,
35146,義眼処置,140017750,J086-02,,9534,,,,,,,,,,,,,,,,,,,,,,20060401,,
33954,前房穿刺,140024410,J087-00,,1291,,,,,,,,,,,,,,,,,,,,,,19990630,,
34531,顕微鏡下加算,140018070,J087-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
35148,前房注射,140018150,J087-00,,1292,,,,,,,,,,,,,,,,,,,,,,20060401,,
30263,霰粒腫の穿刺,140018210,J088-00,,0809,,,,,,,,,,,,,,,,,,,,,,19990630,,
30282,睫毛抜去（多数）,140018310,J089-00,,0893,,,,,,,,,,,,,,,,,,,,,,20020401,,
35147,睫毛抜去（少数）,140017850,J089-00,,0893,,,,,,,,,,,,,,,,,,,,,,20060401,,
33878,結膜異物除去,140032610,J090-00,,9822,,,,,1.0,1.0,30297.0,,,,,,,,,,,,,,,19990630,,
30289,鼻涙管ブジー法,140018510,J091-00,,0944,,,,,,,,,,,,,,,,,,,,,,19990630,,
35149,鼻涙管ブジー法後薬液涙嚢洗浄,140018730,J091-02,,9651,,,,,,,,,,,,,,,,,,,,,,20060401,,
30288,涙嚢ブジー法,140018810,J092-00,,0942,,,,,,,,,,,,,,,,,,,,,,19990630,,
33920,強膜マッサージ,140018910,J093-00,,9999,,,,,,,,,,,,,,,,,,,,,,19990630,,
30475,耳処置,140019310,J095-00,,2099,,,,,1.0,1.0,30433.0,,,,,,,,,,,,,,,20020228,,
35781,鼓室処置（片）,140049810,J095-02,,2099,,,,,,,,,,,,,,,,,,,,,,20080331,,
35150,耳管処置１（片）,140019510,J096-00,,208,,,,,,,,,,,,,,,,,,,,,,20060401,,
35782,耳管処置２,140049910,J096-00,,208,,,,,,,,,,,,,,,,,,,,,,20060401,,
30506,鼻処置,140019710,J097-00,,2199,,,,,,,,,,,,,,,,,,,,,,19990630,,
34866,副鼻腔自然口開大処置,140039310,J097-02,,2260,,,,,,,,,,,,,,,,,,,,,,20020401,,
33779,ルゴール液噴霧吸入,140019950,J098-00,,9394,,,,,,,,,,,,,,,,,,,,,,19990630,,
34297,口腔、咽頭処置,140019810,J098-00,u,-,,,,,1.0,2.0,30663.0,30613.0,,,,,,,,,,,,,,20020228,,
35783,扁桃処置,140050010,J098-02,,2899,,,,,,,,,,,,,,,,,,,,,,20060401,,
35153,間接喉頭鏡下喉頭処置（喉頭注入を含む）,140020010,J099-00,,3198,,,,,1.0,1.0,35152.0,,,,,,,,,,,,,,,20060401,,
33933,副鼻腔手術後の処置（片）,140020210,J100-00,,9999,,,,,,,,,,,,,,,,,,,,,,19990630,,
30443,鼓室穿刺（片）,140020510,J101-00,,2009,,,,,,,,,,,,,,,,,,,,,,19990630,,
30510,上顎洞穿刺（片）（処置）,140020710,J102-00,,2201,,,,,,,,,,,,,,,,,,,,,,20100630,,
30616,扁桃周囲膿瘍穿刺,140020910,J103-00,,280,,,,,,,,,,,,,,,,,,,,,,19990630,,
30584,唾液腺管洗浄（片）,140021010,J104-00,,2699,,,,,,,,,,,,,,,,,,,,,,19990630,,
30508,副鼻腔洗浄（その他）（片）,140021210,J105-00,,2200,,,,,,,,,,,,,,,,,,,,,,20020228,,
34867,副鼻腔洗浄（副鼻腔炎治療用カテーテルによる）（片）,140039410,J105-00,,2201,,,,,,,,,,,,,,,,,,,,,,20020228,,
35154,副鼻腔吸引（その他）（片）,140021450,J105-00,,2200,,,,,,,,,,,,,,,,,,,,,,20060401,,
35186,副鼻腔吸引（副鼻腔炎治療用カテーテルによる）（片）,140040050,J105-00,,2201,,,,,,,,,,,,,,,,,,,,,,20060401,,
34475,鼻出血止血法,140021810,J108-00,,2100,,,,,1.0,3.0,30478.0,30476.0,30479.0,,,,,,,,,,,,,19990630,,
30477,鼻咽腔止血法（ベロック止血法）,140021910,J109-00,,2102,,,,,,,,,,,,,,,,,,,,,,19990630,,
30465,耳管ブジー法（片）,140022110,J111-00,,208,,,,,,,,,,,,,,,,,,,,,,19990630,,
30471,耳管内薬液噴霧（特殊な耳管カテーテル）,140022350,J111-00,,208,,,,,,,,,,,,,,,,,,,,,,19990630,,
30582,唾液腺管ブジー法（片）,140022410,J112-00,,2691,,,,,,,,,,,,,,,,,,,,,,19990630,,
33829,耳垢栓塞除去（複雑）（片）,140022610,J113-00,,9652,,,,,,,,,,,,,,,,,,,,,,20080331,,
36151,耳垢栓塞除去（複雑）（両）,140051610,J113-00,,9652,,,,,,,,,,,,,,,,,,,,,,20080331,,
33778,ネブライザー,140022710,J114-00,,9394,,,,,,,,,,,,,,,,,,,,,,19990630,,
33780,超音波ネブライザー,140022810,J115-00,,9394,,,,,,,,,,,,,,,,,,,,,,19990630,,
33781,超音波ネブライザーと酸素療法,140022930,J115-00,p,9394,9396.0,,,,,,,,,,,,,,,,,,,,,19990630,,
33259,関節穿刺（片）（処置）,140023010,J116-00,,8191,,,,,,,,,,,,,,,,,,,,,,20100630,,
35155,粘（滑）液嚢穿刺注入（片）,140023150,J116-02,,8192,,,,,,,,,,,,,,,,,,,,,,20060401,,
34172,ガングリオン穿刺術,150041450,J116-03,u,-,,,,,1.0,2.0,33335.0,33417.0,,,,,,,,,,,,,,19990630,,
34171,ガングリオン圧砕法,150041550,J116-04,u,-,,,,,1.0,2.0,33334.0,33416.0,,,,,,,,,,,,,,20080331,,
33705,鋼線等による直達牽引（２日目以降）,140029210,J117-00,,9344,,,,,,,,,,,,,,,,,,,,,,19990630,,
35190,介達牽引,140048010,J118-00,,9346,,,,,,,,,,,,,,,,,,,,,,20060401,,
34263,矯正固定,140030350,J118-02,u,-,,,,,1.0,3.0,33695.0,33696.0,33697.0,,,,,,,,,,,,,19990630,,
35192,変形機械矯正術,140048250,J118-03,,9999,,,,,,,,,,,,,,,,,,,,,,20060401,,
33925,消炎鎮痛等処置（マッサージ等の手技による療法）,140029610,J119-00,,9999,,,,,,,,,,,,,,,,,,,,,,20020401,,
35000,消炎鎮痛等処置（器具等による療法）,140040310,J119-00,u,-,,,,,,,,,,,,,,,,,,,,,,20020401,,
35129,消炎鎮痛等処置（湿布処置）,140002210,J119-00,,9339,,,,,,,,,,,,,,,,,,,,,,20080331,,
35193,腰部固定帯固定,140048350,J119-02,,9359,,,,,,,,,,,,,,,,,,,,,,20060401,,
35194,胸部固定帯固定,140048450,J119-02,,9359,,,,,,,,,,,,,,,,,,,,,,20060401,,
35195,低出力レーザー照射,140048550,J119-03,,9999,,,,,,,,,,,,,,,,,,,,,,20060401,,
31770,肛門処置,140002450,J119-04,,4999,,,,,,,,,,,,,,,,,,,,,,19990630,,
33819,胃瘻より流動食点滴注入,140023350,J120-00,,9635,,,,,,,,,,,,,,,,,,,,,,19990630,,
33837,鼻腔栄養,140023210,J120-00,,966,,,,,,,,,,,,,,,,,,,,,,19990630,,
33836,滋養浣腸,140023410,J121-00,,966,,,,,,,,,,,,,,,,,,,,,,19990630,,
34956,四肢ギプスシーネ（手指及び手、足）（片）,140041750,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34957,四肢ギプスシーネ（上肢、下肢）（片）,140042050,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34958,四肢ギプスシーネ（体幹～四肢）（片）,140042150,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34959,四肢ギプスシーネ（内反足矯正）（片）,140041950,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34960,四肢ギプスシーネ（半肢）（片）,140041850,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34961,四肢ギプスシーネ（鼻ギプス）,140041650,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34962,四肢ギプスシャーレ（手指及び手、足）（片）,140041130,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34963,四肢ギプスシャーレ（上肢、下肢）（片）,140041430,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34964,四肢ギプスシャーレ（体幹～四肢）（片）,140041530,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34965,四肢ギプスシャーレ（内反足矯正）（片）,140041330,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34966,四肢ギプスシャーレ（半肢）（片）,140041230,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34967,四肢ギプスシャーレ（鼻ギプス）,140041030,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34968,四肢ギプス修理料（手指及び手、足）（片）,140042950,J122-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34969,四肢ギプス修理料（上肢、下肢）（片）,140043250,J122-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34970,四肢ギプス修理料（体幹～四肢）（片）,140043350,J122-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34971,四肢ギプス修理料（内反足矯正）（片）,140043150,J122-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34972,四肢ギプス修理料（半肢）（片）,140043050,J122-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34973,四肢ギプス修理料（鼻ギプス）,140042850,J122-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34974,四肢ギプス除去料（手指及び手、足）（片）,140042350,J122-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34975,四肢ギプス除去料（上肢、下肢）（片）,140042650,J122-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34976,四肢ギプス除去料（体幹～四肢）（片）,140042750,J122-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34977,四肢ギプス除去料（内反足矯正）（片）,140042550,J122-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34978,四肢ギプス除去料（半肢）（片）,140042450,J122-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34979,四肢ギプス除去料（鼻ギプス）,140042250,J122-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34980,四肢ギプス包帯（手指及び手、足）（片）,140040510,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34981,四肢ギプス包帯（上肢、下肢）（片）,140040810,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34982,四肢ギプス包帯（体幹～四肢）（片）,140040910,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34983,四肢ギプス包帯（内反足矯正）（片）,140040710,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34984,四肢ギプス包帯（半肢）（片）,140040610,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34985,四肢ギプス包帯（鼻ギプス）,140040410,J122-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35784,ギプス（乳幼児）加算,140050170,J122-00,u,-,,,,,,,,,,,,,,,,,,,,,,20060401,,
35038,体幹ギプスシーネ,140043850,J123-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35039,体幹ギプスシャーレ,140043530,J123-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35040,体幹ギプス修理料,140044050,J123-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
35041,体幹ギプス除去料,140043950,J123-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
35042,体幹ギプス包帯,140043410,J123-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35043,体幹プラスチックギプス,140043630,J123-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35044,体幹プラスチックギプスシーネ,140043750,J123-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34949,鎖骨ギプスシーネ（片）,140044550,J124-00,,9353,,,,,,,,,,,,,,,,,,,,,,20080331,,
34950,鎖骨ギプスシャーレ（片）,140044230,J124-00,,9353,,,,,,,,,,,,,,,,,,,,,,20080331,,
34951,鎖骨ギプス修理料（片）,140044750,J124-00,,9323,,,,,,,,,,,,,,,,,,,,,,20080331,,
34952,鎖骨ギプス除去料（片）,140044650,J124-00,,9788,,,,,,,,,,,,,,,,,,,,,,20080331,,
34953,鎖骨ギプス包帯（片）,140044110,J124-00,,9353,,,,,,,,,,,,,,,,,,,,,,20080331,,
34954,鎖骨プラスチックギプス（片）,140044330,J124-00,,9353,,,,,,,,,,,,,,,,,,,,,,20080331,,
34955,鎖骨プラスチックギプスシーネ（片）,140044450,J124-00,,9353,,,,,,,,,,,,,,,,,,,,,,20080331,,
34937,ギプスベッド,140044810,J125-00,,9359,,,,,,,,,,,,,,,,,,,,,,20020401,,
34938,ギプスベッド修理料,140045050,J125-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34942,プラスチックギプスベッド,140044930,J125-00,,9359,,,,,,,,,,,,,,,,,,,,,,20020401,,
34992,斜頸矯正ギプスシーネ,140045550,J126-00,,9352,,,,,,,,,,,,,,,,,,,,,,20020401,,
34993,斜頸矯正ギプスシャーレ,140045230,J126-00,,9352,,,,,,,,,,,,,,,,,,,,,,20020401,,
34994,斜頸矯正ギプス修理料,140045750,J126-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
34995,斜頸矯正ギプス除去料,140045650,J126-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
34996,斜頸矯正ギプス包帯,140045110,J126-00,,9352,,,,,,,,,,,,,,,,,,,,,,20020401,,
34997,斜頸矯正プラスチックギプス,140045330,J126-00,,9352,,,,,,,,,,,,,,,,,,,,,,20020401,,
34998,斜頸矯正プラスチックギプスシーネ,140045450,J126-00,,9352,,,,,,,,,,,,,,,,,,,,,,20020401,,
35029,先天性股関節脱臼ギプスシーネ,140046250,J127-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35030,先天性股関節脱臼ギプスシャーレ,140045930,J127-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35031,先天性股関節脱臼ギプス修理料,140046450,J127-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
35032,先天性股関節脱臼ギプス除去料,140046350,J127-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
35033,先天性股関節脱臼ギプス包帯,140045810,J127-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35034,先天性股関節脱臼プラスチックギプス,140046030,J127-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35035,先天性股関節脱臼プラスチックギプスシーネ,140046150,J127-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35022,脊椎側弯矯正ギプスシーネ,140046950,J128-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35023,脊椎側弯矯正ギプスシャーレ,140046630,J128-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35024,脊椎側弯矯正ギプス修理料,140047150,J128-00,,9323,,,,,,,,,,,,,,,,,,,,,,20020401,,
35025,脊椎側弯矯正ギプス除去料,140047050,J128-00,,9788,,,,,,,,,,,,,,,,,,,,,,20020401,,
35026,脊椎側弯矯正ギプス包帯,140046510,J128-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35027,脊椎側弯矯正プラスチックギプス,140046730,J128-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35028,脊椎側弯矯正プラスチックギプスシーネ,140046850,J128-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34988,治療装具の採型ギプス（義肢装具採型法）,140047210,J129-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34989,治療装具の採型ギプス（義肢装具採型法）（股関節、肩関節離断）,140047510,J129-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34990,治療装具の採型ギプス（義肢装具採型法）（四肢切断）,140047310,J129-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
34991,治療装具の採型ギプス（体幹硬性装具採型法）,140047410,J129-00,,9353,,,,,,,,,,,,,,,,,,,,,,20020401,,
35785,練習用仮義足（義肢装具採型法）（四肢切断）,140050210,J129-02,,9359,,,,,,,,,,,,,,,,,,,,,,20060401,,
35786,練習用仮義手（義肢装具採型法）（四肢切断）,140050310,J129-02,,9359,,,,,,,,,,,,,,,,,,,,,,20060401,,
35787,練習用仮義足（義肢装具採型法）（股関節、肩関節離断）,140050410,J129-02,,9359,,,,,,,,,,,,,,,,,,,,,,20060401,,
35788,練習用仮義手（義肢装具採型法）（股関節、肩関節離断）,140050510,J129-02,,9359,,,,,,,,,,,,,,,,,,,,,,20060401,,
35188,義肢装具採寸法,140047850,J129-03,,9999,,,,,,,,,,,,,,,,,,,,,,20060401,,
35189,治療装具採型法,140047950,J129-04,,9999,,,,,,,,,,,,,,,,,,,,,,20060401,,
36275,頸部固定帯加算,140052610,J200-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
34540,腰部固定帯加算,140037490,J200-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34948,胸部固定帯加算,140040110,J200-00,u,-,,,,,,,,,,,,,,,,,,,,,,20020401,,
36280,３歳以上６歳未満の幼児加算（手術）,150342890,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
33590,創傷処理（筋肉、臓器に達しない）（長径１０ｃｍ以上）,150284010,K000-00,,8659,,,,,,,,,,,,,,,,,,,,,,20020228,,
33591,創傷処理（筋肉、臓器に達しない）（長径５ｃｍ以上１０ｃｍ未満）,150001110,K000-00,,8659,,,,,,,,,,,,,,,,,,,,,,20020228,,
33592,創傷処理（筋肉、臓器に達しない）（長径５ｃｍ未満）,150001010,K000-00,,8659,,,,,,,,,,,,,,,,,,,,,,20020228,,
34545,新生児加算（手術）,150000190,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34546,３歳未満の乳幼児加算（手術）,150000290,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,20080831,,
34547,時間外加算（手術）,150000490,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34548,休日加算（手術）,150000590,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34549,深夜加算（手術）,150000690,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34550,時間外特例加算（手術）,150000790,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34551,創傷処理（筋肉、臓器に達する）（長径５ｃｍ未満）,150001250,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,20020228,,
34552,創傷処理（筋肉、臓器に達する）（長径５ｃｍ以上１０ｃｍ未満）,150001310,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,20020228,,
34553,真皮縫合加算,150001470,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34554,デブリードマン加算（汚染された挫創）,150001570,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34616,頸部郭清術併施加算（片）,150244470,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34655,頸部郭清術併施加算（両）,150266670,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34661,ＨＩＶ抗体陽性患者の観血的手術加算,150268890,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34662,２以上の手術の５０％併施加算,150268970,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
34683,創傷処理（筋肉、臓器に達する）（長径１０ｃｍ以上）,150283910,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,20020228,,
35792,極低出生体重児加算（手術）,150306890,K000-00,u,-,,,,,,,,,,,,,,,,,,,,,,20080331,,
35793,小児創傷処理（筋肉、臓器に達する、長径２．５ｃｍ未満）,150306910,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35794,小児創傷処理（筋肉、臓器に達する、長径２．５ｃｍ～５ｃｍ未満）,150307010,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35795,小児創傷処理（筋肉、臓器に達する、長径５ｃｍ～１０ｃｍ未満）,150307110,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35796,小児創傷処理（筋肉、臓器に達する、長径１０ｃｍ以上）,150307210,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35797,小児創傷処理（筋肉、臓器に達しない、長径２．５ｃｍ未満）,150307310,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35798,小児創傷処理（筋肉、臓器に達しない、長径２．５ｃｍ～５ｃｍ未満）,150307410,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35799,小児創傷処理（筋肉、臓器に達しない、長径５ｃｍ～１０ｃｍ未満）,150307510,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
35800,小児創傷処理（筋肉、臓器に達しない、長径１０ｃｍ以上）,150307610,K000-02,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
33513,皮膚切開術（長径１０ｃｍ以上２０ｃｍ未満）,150001910,K001-00,,8609,,,,,,,,,,,,,,,,,,,,,,19990630,,
33514,皮膚切開術（長径１０ｃｍ未満）,150001810,K001-00,,8609,,,,,,,,,,,,,,,,,,,,,,19990630,,
33515,皮膚切開術（長径２０ｃｍ以上）,150002010,K001-00,,8609,,,,,,,,,,,,,,,,,,,,,,19990630,,
36281,深部デブリードマン加算,150342970,K002-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
33518,デブリードマン（１００ｃｍ２未満）,150002210,K002-00,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
33519,デブリードマン（１００ｃｍ２以上３０００ｃｍ２未満）,150002310,K002-00,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
33520,デブリードマン（３０００ｃｍ２以上）,150002410,K002-00,,8622,,,,,,,,,,,,,,,,,,,,,,20080331,,
31002,皮膚皮下粘膜下血管腫摘出術（露出部、長径３ｃｍ～６ｃｍ未満）,150002610,K003-00,,3860,,,,,,,,,,,,,,,,,,,,,,20100630,,
31003,皮膚皮下粘膜下血管腫摘出術（露出部、長径３ｃｍ未満）,150002510,K003-00,,3860,,,,,,,,,,,,,,,,,,,,,,20100630,,
31004,皮膚皮下粘膜下血管腫摘出術（露出部、長径６ｃｍ以上）,150283610,K003-00,,3860,,,,,,,,,,,,,,,,,,,,,,20100630,,
31005,皮膚皮下粘膜下血管腫摘出術（露出部以外、長径３ｃｍ～６ｃｍ未満）,150260810,K004-00,,3860,,,,,,,,,,,,,,,,,,,,,,20100630,,
31006,皮膚皮下粘膜下血管腫摘出術（露出部以外、長径３ｃｍ未満）,150260710,K004-00,,3860,,,,,,,,,,,,,,,,,,,,,,20100630,,
31007,皮膚皮下粘膜下血管腫摘出術（露出部以外、長径６ｃｍ以上）,150283710,K004-00,,3860,,,,,,,,,,,,,,,,,,,,,,20100630,,
33548,皮膚、皮下腫瘍摘出術（露出部）（長径２ｃｍ以上４ｃｍ未満）,150003210,K005-00,,863,,,,,,,,,,,,,,,,,,,,,,20020228,,
